variable,American_Samoa,Guam,Northern_Mariana_Islands,Puerto_Rico,Virgin_Islands,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West_Virginia,Wisconsin,Wyoming,Diamond_Princess,Grand_Princess
2020-04-28,0,141,14,1400,57,6750,351,6955,3127,46164,14316,26312,4575,3994,32848,24922,609,1952,48102,16588,6376,3652,4375,27286,1040,20113,59193,41166,4181,6342,7591,451,3517,4821,2010,113856,2974,295106,9755,991,16769,3410,2385,45137,7927,5735,2313,10052,26357,4345,862,14339,13842,1095,6289,536,49,103
2020-04-29,0,141,14,1433,57,6912,355,7209,3193,48747,14758,26767,4655,4106,33193,25775,613,1952,50358,17182,6843,3839,4537,27660,1056,20849,61201,42379,4644,6569,7761,451,3851,4934,2058,116365,3213,299691,10180,1033,17303,3473,2446,46327,8247,5882,2373,10366,27369,4497,862,14962,14070,1110,6520,545,49,103
2020-04-30,0,145,14,1539,66,7088,355,7655,3281,50130,15284,27700,4734,4323,33690,26264,618,1984,52918,17835,7145,4413,4708,28001,1095,21742,63211,43478,5136,6815,7956,453,4281,5053,2146,118652,3411,304372,10754,1067,18027,3618,2510,47971,8621,6095,2449,10735,28727,4672,866,15847,14327,1125,6854,559,49,103
2020-05-01,0,145,14,1575,66,7294,364,7969,3337,52026,15793,28764,4918,4658,34728,27489,619,2015,56055,18630,7884,4634,4882,28711,1123,23472,65388,44524,5730,7212,8190,453,5008,5248,2310,121190,3513,308314,11070,1107,18743,3748,2579,49579,8962,6258,2525,11891,29692,4828,879,16902,14637,1152,7314,566,49,103
2020-05-02,0,145,14,1757,66,7611,365,8364,3372,53347,16225,29287,5038,4797,35463,28331,620,2061,58505,19295,8643,4885,4879,29140,1153,24473,67438,45424,6232,7441,8449,455,5317,5389,2429,123717,3732,312977,11588,1153,19335,3851,2635,50494,9289,6489,2588,12661,30917,4985,886,17738,15003,1185,7660,579,49,103
2020-05-03,0,145,14,1808,66,7888,368,8640,3437,54903,16635,29287,5208,5016,36078,28665,620,2061,61499,19933,9175,5156,5130,29340,1185,25462,69318,46047,6663,7550,8712,455,5661,5472,2518,126744,3850,316415,11770,1191,19914,3972,2680,51225,9477,6626,2631,13177,31998,5175,897,18672,15185,1195,7964,586,49,103
2020-05-04,0,145,14,1843,66,8112,370,8924,3491,55884,16918,29973,5288,5170,36897,29451,621,2106,63777,20507,9703,5383,5245,29673,1205,26408,70388,46348,7234,7877,8998,457,6037,5630,2588,128269,4031,318953,11971,1225,20474,4044,2759,52816,9652,6757,2668,13571,32783,5317,902,19493,15462,1224,8236,596,49,103
2020-05-05,0,145,14,1924,66,8437,371,9305,3525,58456,17367,30621,5371,5322,37439,29998,625,2127,65889,21033,10111,5648,5822,29996,1226,27117,71654,46914,7851,8207,9195,456,6373,5660,2636,130593,4138,321192,12510,1266,20969,4127,2839,53864,9933,6841,2721,13690,33912,5449,907,20257,15594,1246,8566,604,49,103
2020-05-06,0,149,15,1968,66,8691,372,9707,3611,60616,17832,30995,5778,5461,38002,30743,626,2158,68232,21870,10404,5993,5934,30399,1254,28163,73538,47738,8579,8424,9447,456,6689,5741,2741,131890,4291,323978,13053,1323,21576,4202,2916,54800,10205,6936,2780,13938,34928,5595,908,20985,15905,1242,8901,631,49,103
2020-05-07,0,149,15,2031,66,9046,374,9945,3703,62148,18370,31784,5939,5654,38828,31618,629,2178,70871,22503,11059,6332,6129,30652,1330,29374,75338,48412,9365,8686,9683,456,7334,5855,2843,133991,4493,327469,13540,1371,22131,4330,2989,55956,10530,7142,2906,14096,36036,5724,916,21570,16231,1287,9215,635,49,103
2020-05-08,0,151,15,2156,68,9385,377,10526,3747,63800,18827,32411,6111,5899,39199,32181,629,2178,73760,23146,11457,6667,6288,30855,1374,30485,77090,49170,10088,9090,9829,458,7818,5920,2947,135840,4673,330407,14006,1425,23016,4424,3068,57371,10779,7367,3145,14441,37246,5919,919,22342,16388,1323,9590,644,49,103
2020-05-09,0,151,16,2173,68,9668,378,10960,3747,66572,19375,32984,6277,6102,40001,32588,631,2205,76085,23732,11671,6829,6440,31417,1408,31534,78561,49676,10790,9378,9988,458,8093,6171,3011,137397,4778,333122,14478,1464,23697,4490,3160,58560,10989,7531,3393,14768,38394,6103,921,23196,16674,1323,9939,653,49,103
2020-05-10,0,151,16,2198,69,9889,379,11119,4012,67600,19703,33554,6277,6272,40596,33580,632,2230,77741,24126,11959,6951,6440,31600,1436,32587,79676,50086,11271,9501,10105,458,8171,6120,3071,138754,4863,335395,14938,1491,24081,4589,3228,59939,11274,7653,3517,14985,39258,6251,927,24081,16891,1360,10219,662,49,103
2020-05-11,0,151,19,2256,69,10164,379,11383,4043,69329,19879,33765,6565,6389,40982,34002,634,2260,79007,24627,12373,7159,6677,31815,1462,33373,80409,50631,11799,9674,10212,459,8407,6152,3160,140206,5069,337055,15274,1518,24777,4613,3286,60459,11450,7792,3614,15544,40555,6362,926,25070,17122,1366,10418,669,49,103
2020-05-12,0,152,19,2299,69,10464,383,11736,4164,70980,20157,34333,6741,6485,41923,34924,635,2293,83021,25127,12912,7240,6853,32050,1477,34061,81370,51263,12494,9908,10329,461,8532,6313,3239,140917,5212,338485,15622,1571,25250,4732,3358,61310,11614,7927,3663,16111,41668,6432,927,25800,17330,1378,10611,675,49,103
2020-05-13,0,152,19,2329,69,10700,383,12216,4236,72798,20475,34855,6952,6584,42402,35427,638,2293,84694,25473,13289,7518,6853,32662,1515,34812,82657,51819,12917,10090,10520,462,8912,6476,3299,141560,5364,340661,16352,1647,25721,4858,3416,62101,11835,8030,3732,16370,43020,6620,929,26746,17512,1398,10902,688,49,103
2020-05-14,0,152,19,2427,69,11101,383,12674,4366,74871,20838,35464,7223,6736,43210,35977,637,2351,87937,26053,13675,7705,7225,33489,1565,35903,84460,53167,13435,10483,10684,462,9260,6504,3382,142704,5503,343051,16968,1712,26357,4963,3479,63105,12016,8189,3792,16699,44480,6749,932,27813,17773,1427,11275,701,49,103
2020-05-15,0,154,19,2542,69,11373,388,13169,4463,76693,21232,36085,7373,6871,44138,36772,638,2351,90369,26656,14049,7886,7444,33837,1603,36986,85786,53810,14240,10801,10873,466,9610,6733,3453,143984,5662,345813,17494,1761,26954,5087,3541,64136,12219,8407,3887,16960,45721,6913,933,28672,17951,1447,11685,716,49,103
2020-05-16,0,154,21,2589,69,11674,388,13666,4578,78725,21633,36703,7547,7042,44811,37212,639,2419,92457,27280,14328,7939,7688,34117,1648,37968,87374,54315,14969,11123,11049,468,10220,6813,3556,145089,5847,348232,18130,1848,27474,5237,3612,65185,12434,8661,3959,17263,47452,7068,934,29683,18288,1470,12187,741,49,103
2020-05-17,0,154,21,2646,69,11771,388,13945,4759,80166,21938,37419,7670,7123,45588,37579,640,2419,94191,27778,14651,7953,7688,34432,1687,38804,88500,54963,15668,11296,11172,468,10177,6949,3596,146504,5938,350121,18673,1900,27923,5310,3623,65700,12674,8816,3987,17359,48396,7238,940,30388,18433,1492,12543,754,49,103
2020-05-18,0,154,21,2710,69,12086,388,14208,4813,81518,22202,38116,7869,7270,46442,38283,640,2455,96485,28255,14955,8303,7935,34709,1713,39762,89566,55855,16372,11432,11320,470,10625,7061,3652,148240,6096,351371,19207,1931,28454,5398,3687,66669,12795,8942,4027,18011,49177,7384,940,31140,18611,1502,12687,766,49,103
2020-05-19,0,154,21,2805,69,12376,400,14576,4923,83764,22482,38430,8037,7434,46944,38855,641,2455,98030,28705,15296,8353,8069,35038,1741,41546,90521,56465,17029,11704,11452,471,10854,7096,3721,149356,6192,352845,19239,1994,28952,5489,3726,67311,12951,9056,4085,18412,50552,7518,944,32145,18811,1502,12885,776,49,103
2020-05-20,0,154,21,2866,69,13052,401,14906,5003,86018,22797,39017,8194,7551,47471,39801,643,2506,100418,29274,15620,8507,8167,35316,1819,42323,91654,57322,17670,11967,11628,478,11122,7388,3868,150776,6317,354370,20262,2095,29436,5532,3801,68126,13356,9175,4177,18412,51859,7710,944,32908,18971,1567,13413,787,49,103
2020-05-21,0,165,22,2913,69,13288,401,15348,5458,88056,23191,39208,8386,7788,48675,40663,647,2506,102688,29936,16170,8625,8286,36504,1877,43531,92860,57988,18200,12222,11775,479,11427,7400,3935,151586,6472,356458,20512,2229,30167,5680,3817,69252,13571,9381,4177,18961,53053,7874,950,34137,19117,1593,13885,801,49,103
2020-05-22,0,165,22,3030,69,13670,403,15624,5612,90281,23487,39640,8529,7893,49451,41482,642,2595,105444,30409,16492,8909,8426,36925,1948,44424,93796,58543,19005,12625,11986,479,11662,7525,4014,152579,6625,358154,22110,2317,30794,5849,3864,70211,13736,9638,4356,19394,53539,8057,952,34950,19265,1705,14396,803,49,103
2020-05-23,0,165,22,3100,69,14117,407,16053,5775,92564,23964,40022,8529,7966,50127,42242,643,2595,107796,30901,16898,8946,8571,36925,2013,45495,94641,59046,19845,13005,12145,479,11963,7526,4089,153140,6625,359926,22864,2365,31408,5960,3888,71009,13952,9895,4464,19785,54776,8260,954,35749,19265,1705,14877,813,49,103
2020-05-24,0,166,22,3189,69,14478,407,16377,5922,94069,24174,40468,8809,8110,50867,42902,643,2626,110304,31376,17251,9004,8571,37169,2055,46313,95708,59395,20573,13260,12394,479,12134,7881,4149,154154,6943,361515,23365,2418,31911,6037,3927,71563,14065,10096,4563,20111,55861,8392,956,36244,19828,1759,15277,838,49,103
2020-05-25,0,166,22,3260,69,14986,408,16575,6029,96470,24256,40873,8965,8225,51746,43400,643,2626,112017,31715,17557,9125,8571,37809,2074,47152,96366,59621,21315,13458,12549,479,12362,7956,4197,155092,7026,362764,24057,2457,32477,6090,3949,71925,14065,10178,4586,20535,56409,8521,962,37727,20065,1774,15584,843,49,103
2020-05-26,0,167,22,3324,69,15650,410,16864,6180,99492,24552,41303,9066,8334,52255,43983,643,2626,113195,32078,17703,9199,8951,38054,2109,47687,96826,59974,21960,13731,12721,479,12619,8057,4231,155764,7130,363836,24455,2422,33006,6138,3967,72778,14210,10416,4653,20895,57230,8620,967,39342,20181,1774,15863,850,49,103
2020-05-27,0,170,22,3397,69,16032,411,17318,6277,101071,24754,41288,9096,8406,52634,44638,644,2699,114306,32437,18369,9291,9077,38497,2137,48423,97428,60592,22464,14044,12872,481,12984,8150,4286,156628,7252,364965,24916,2439,33439,6229,4038,73557,14353,10623,4710,21285,58542,8706,971,40249,20406,1899,16462,860,49,103
2020-05-28,0,171,22,3486,69,16530,424,17877,6538,103813,25107,41559,9171,8492,53285,45266,647,2770,115833,33068,18586,9371,9185,38802,2189,49709,98198,61116,22947,14372,13083,485,13249,8248,4389,157185,7364,366733,25800,2481,33915,6273,4086,74220,14494,10788,4793,21679,60395,8921,974,41401,20764,1935,16974,876,49,103
2020-05-29,0,172,22,3647,69,17031,429,18472,6777,106638,25598,41762,9236,8538,54497,45881,649,2770,117455,33558,18957,9662,9464,38802,2226,50988,98880,61833,23531,14793,13233,493,13648,8376,4492,158844,7493,368284,26885,2520,34566,6338,4131,74984,14635,11131,4866,22063,60901,9264,975,42533,21071,1951,17707,891,49,103
2020-05-30,0,172,22,3718,69,17359,433,19258,7013,109895,26084,42022,9422,8717,55424,46331,651,2803,118917,34211,19244,9690,9704,39577,2282,52015,99773,62225,24190,15229,13400,505,13905,8517,4492,159608,7624,369660,27794,2554,35033,6418,4185,75697,14819,11394,4960,22566,62894,9533,977,43611,21349,1989,18230,898,49,103
2020-05-31,0,172,22,3776,69,17952,459,19936,7253,111951,26364,42201,9498,8801,56163,47063,652,2839,120260,34574,19552,9700,9704,39916,2325,52778,100468,62711,24850,15523,13573,515,14101,8628,4651,160445,7689,370770,28785,2577,35513,6418,4243,76129,14928,11861,4993,22566,64652,9797,981,44607,21702,2010,18403,903,49,103
2020-06-01,0,175,22,3873,70,18630,466,20129,7443,114733,26563,42740,9605,8857,56830,47902,652,2839,121234,34830,19699,9920,10046,40341,2349,53327,100805,62928,25208,15752,13787,519,14345,8702,4685,160918,7800,371711,29592,2625,35984,6573,4302,76646,14991,12148,5034,22566,65593,9999,983,45398,21977,2028,18543,910,49,103
2020-06-02,0,175,23,3935,70,18766,486,21264,7818,117215,26774,42979,9685,8886,57447,48207,653,2933,122848,35237,20019,9965,10185,40746,2377,54175,101163,63240,25508,16041,14055,523,14616,8858,4749,161545,8024,373040,30023,2646,36350,6692,4335,77225,15112,12419,5067,24342,67310,10202,988,46239,22157,2056,18917,912,49,103
2020-06-03,0,177,24,4023,70,18851,504,22356,8067,119374,27046,43091,9712,9016,58764,48894,653,2933,123830,35712,20300,10092,10410,41133,2418,54982,101592,63657,25870,16322,14298,525,14885,8951,4795,162068,8140,374085,31276,2679,36792,6805,4399,77780,15219,12470,5162,24833,68877,10497,990,46905,22484,2077,19400,915,49,103
2020-06-04,0,179,26,4508,71,19072,512,22886,8425,122194,27346,43239,9746,9120,60183,49859,655,2990,124759,36096,20806,10167,10705,41562,2446,55858,102063,63979,26273,16560,14586,539,15139,9129,4876,162530,8353,375133,32075,2706,37282,6907,4474,78335,15325,12526,5247,25190,70555,10813,1026,47856,22729,2102,19892,921,49,103
2020-06-05,0,179,26,4620,71,19387,523,24439,8651,125783,27601,43460,9773,9199,61488,50621,664,3111,125915,36578,21154,10306,10977,41989,2482,56770,102557,64821,26980,16769,14753,541,15406,9309,4953,163336,8672,376208,33295,2745,37758,7007,4570,78815,15441,13458,5277,25664,72548,11252,1027,48532,22993,2119,20249,933,49,103
2020-06-06,0,179,26,4915,71,20043,535,25451,9101,128606,27834,43818,9845,9269,62758,51359,673,3139,126890,36997,21478,10361,11287,42486,2524,57482,103132,64914,27501,17039,15042,540,15572,9491,5019,163893,8800,377316,34718,2816,38111,7059,4570,79505,15441,13538,5367,26177,74470,11798,1046,49397,23442,2136,20571,939,49,103
2020-06-07,0,179,27,4985,71,20500,543,26989,9426,130657,27987,43968,9942,9332,63938,51898,675,3139,127757,37397,21712,10406,11287,42816,2570,57973,103436,64969,27886,17270,15132,545,15664,9669,5043,164164,8940,378097,35625,2861,38476,7150,4662,79908,15441,14302,5438,26493,75408,12066,1063,50681,23729,2144,20835,947,49,103
2020-06-08,0,179,28,5046,71,20925,562,27678,9740,133816,28169,44092,9972,9389,64904,52497,676,3189,128415,37623,22007,10544,11476,43050,2588,58404,103626,65104,28224,17768,15355,548,15786,9816,5079,164497,9062,378799,36517,2880,38837,7205,4922,80339,15642,14800,5471,27005,76463,12322,1075,51251,24041,2161,21038,960,49,103
2020-06-09,0,180,30,5185,71,21422,572,28296,10080,136681,28333,44179,10020,9474,66000,53249,682,3221,129212,38033,22237,10609,11707,43612,2606,58904,103889,65167,28523,18123,15566,554,15918,10045,5079,164796,9105,379482,37227,2901,39162,7363,4988,80870,15691,15228,5523,27575,78208,12559,1084,51738,24354,2169,21308,970,49,103
2020-06-10,0,180,30,5329,72,21989,592,29852,10368,139715,28484,44347,10056,9537,67371,53980,685,3260,129837,38337,22626,10750,11883,44030,2637,59465,104156,65182,28869,18483,15754,561,16058,10218,5178,165346,9250,380156,38473,2941,39575,7483,5060,81316,15756,15759,5604,27930,80777,12864,1095,52177,24354,2194,21593,980,49,103
2020-06-11,0,183,30,5352,72,22845,609,31267,10816,143439,28632,44461,10106,9589,69069,54973,692,3260,130603,38748,22973,10823,11945,44472,2667,60197,104667,65449,29316,18483,15946,563,16315,10473,5209,165816,9367,380892,39584,2980,40004,7626,5237,81848,15862,16441,5665,28340,82658,13252,1110,52647,24779,2217,21926,1009,49,103
2020-06-12,0,183,30,5536,72,23710,624,33039,11547,146659,28807,44689,10173,9654,70971,55783,706,3353,131198,39146,23350,10973,12166,44995,2721,60613,105059,65672,29795,19091,15997,573,16522,10704,5251,166164,9526,381714,41417,3016,40424,7849,5377,82481,15947,17170,5742,29118,84927,13577,1119,53211,25171,2249,22246,1027,49,103
2020-06-13,0,183,30,5690,72,24601,653,34660,12095,150034,29002,44994,10229,9709,73552,56804,723,3353,131871,39543,23717,11020,12445,46283,2757,61305,105395,65836,30172,19348,16232,588,16640,10997,5299,166605,9621,382630,42845,3058,40851,8073,5377,82944,15947,17955,5833,29549,86915,13981,1125,53869,25538,2274,22518,1050,49,103
2020-06-14,0,183,30,5811,72,25615,660,35706,12501,152349,29115,45088,10264,9767,75568,57681,728,3399,132543,39909,23926,11101,12445,46619,2793,61701,105603,66054,30471,19516,16262,601,16730,11201,5318,166881,9723,383324,44264,3080,41148,8231,5636,83203,15947,18795,5898,30343,88523,14313,1127,54506,25834,2290,22758,1060,49,103
2020-06-15,0,185,30,5890,72,26272,663,36844,12917,155726,29284,45235,10340,9799,77326,58414,736,3399,133016,40430,24082,11319,12647,47172,2810,62032,105690,66085,30693,19799,16611,609,16851,11315,5345,167103,9845,383944,45114,3101,41576,8417,5820,83589,16093,19378,5928,31004,90211,14608,1128,54886,26158,2322,22932,1079,49,103
2020-06-16,0,186,30,5951,72,26912,675,39185,13191,158961,29427,45349,10403,9818,80109,59078,736,3462,133639,40786,24179,11411,12647,47706,2819,62409,105885,66269,30882,20152,16857,614,17038,11683,5364,167426,9933,384575,45907,3124,42010,8645,6098,83978,16164,19990,5966,31751,93569,14937,1131,55331,26531,2341,23198,1089,49,103
2020-06-17,0,188,30,6003,73,27312,695,40937,13606,162798,29656,45429,10444,9847,82719,60030,744,3632,134185,41013,24460,11644,12995,48634,2836,62969,106151,66497,31296,20641,17069,630,17231,11854,5436,167703,10065,385142,46934,3166,42422,8904,6218,84289,16213,20556,6050,32114,97699,15344,1130,55775,26784,2376,23456,1114,49,103
2020-06-18,0,192,30,6111,73,28206,707,43445,13928,167133,29886,45440,10499,9903,85926,60912,762,3743,134778,41438,24861,11753,13197,48634,2878,63229,106422,66798,31675,20641,17371,655,17414,12169,5450,168107,10153,385760,48167,3193,43122,9355,6366,84683,16269,21533,6109,32770,101259,15839,1135,56238,27192,2418,23876,1144,49,103
2020-06-19,0,200,30,6195,73,29002,720,46910,14631,170862,30172,45557,10611,9952,89748,62009,789,3871,135470,41746,25274,12021,13454,48515,2913,63548,106650,67097,32031,20641,17667,666,17588,12524,5486,168496,10260,386556,49785,3226,43731,9707,6572,85199,16337,22608,6158,34017,105394,16425,1144,56793,27601,2468,24154,1173,49,103
2020-06-20,0,222,30,6463,73,29549,741,50127,15142,175243,30333,45715,10681,9984,93797,63809,789,4004,136104,42061,25496,12097,13630,49385,2938,63956,106936,67545,32467,20641,18057,698,17707,12976,5518,168834,10430,387272,51390,3251,44261,10038,6750,85590,16337,23756,6225,34446,109581,17068,1147,57443,28225,2500,24539,1179,49,103
2020-06-21,0,222,30,6525,76,30021,752,52591,15561,178657,30524,45755,10775,10020,97291,64701,814,4006,136762,42423,25963,12136,13750,49778,2957,64306,107061,67711,32920,20641,18460,717,17812,13240,5544,169142,10565,387936,52801,3288,44808,10516,6937,85935,16337,24661,6297,35102,112944,17462,1159,57994,28680,2533,24819,1197,49,103
2020-06-22,0,222,30,6564,76,30454,758,54599,16083,184765,30689,45782,10820,10058,100217,65928,816,4256,137224,42633,26146,12428,13839,50239,2971,64603,107210,67957,33227,22329,18593,734,17963,13528,5558,169415,10694,388488,53964,3313,45537,10734,7083,86576,16459,25666,6326,35553,117790,17906,1163,58465,28870,2552,25068,1230,49,103
2020-06-23,0,225,30,6685,76,31097,760,58378,16678,191477,30877,45899,10847,10094,103503,67810,819,4254,137825,42871,26469,12537,14141,51595,2996,65007,107439,68197,33469,22898,19005,743,18099,13997,5571,169734,10838,389085,54639,3320,46127,11031,7274,87208,16533,26572,6353,36303,122932,18300,1164,58994,29386,2593,25331,1254,49,103
2020-06-24,0,226,30,6820,76,32064,789,60190,17375,196024,31139,45913,10889,10128,109014,69381,835,4402,138540,43140,26601,12930,14363,52477,3017,65337,107611,68555,33763,23424,19123,766,18221,14362,5598,169892,10990,389666,56527,3362,46759,11510,7444,87685,16606,27897,6419,37235,128132,18784,1184,59514,29869,2631,25763,1282,49,103
2020-06-25,0,231,30,6877,80,33206,813,63281,18062,201112,31463,45994,10980,10159,114018,71095,851,4865,139434,43655,27373,13107,14617,53415,3070,65777,107837,68989,34123,24516,19637,803,18346,14859,5638,170196,11192,390415,57472,3393,47651,11948,7568,88141,16640,29022,6479,38034,134558,19374,1191,59946,30367,2694,26227,1326,49,103
2020-06-26,0,247,30,6922,81,34183,833,66659,18740,206844,31780,46059,11017,10185,122960,72995,866,4865,140291,44140,27717,13462,14859,54769,3102,66115,108070,69329,34616,25066,20216,829,18524,15240,5671,170584,11408,391220,59158,3421,48638,12347,7818,88860,16661,30335,6535,39444,140173,20050,1198,60570,30855,2730,26747,1368,49,103
2020-06-27,0,247,30,7066,81,35083,851,70124,19310,210692,32006,46206,11091,10216,132545,74985,872,5322,141077,44575,28073,13617,15167,54769,3154,66450,108443,69679,35033,25531,20572,852,18775,16339,5717,170873,11619,391923,60812,3458,49455,12646,8094,89446,16661,31939,6626,40172,145894,20628,1200,61247,31404,2782,27286,1392,49,103
2020-06-28,0,247,30,7189,81,35441,880,73920,19818,215487,32290,46303,11226,10248,141075,77210,899,5322,141723,44930,28520,13847,15232,56236,3191,66777,108667,69946,35549,25892,20796,863,18899,17160,5747,171182,11809,392539,62248,3495,50309,12947,8341,89863,16661,33320,6681,40172,150722,21100,1202,61736,31752,2832,27743,1417,49,103
2020-06-29,0,253,30,7250,81,37175,901,74545,20257,223646,32494,46362,11376,10292,146341,79417,900,5752,142461,45228,28845,14209,15347,57081,3219,67254,108768,70223,35861,26567,21315,919,19042,17894,5760,171272,11982,392930,63736,3539,51046,13175,8485,90467,16764,34644,6716,42297,156706,21664,1208,62189,32253,2870,28058,1450,49,103
2020-06-30,0,257,30,7465,81,38045,937,79228,20777,231418,32698,46514,11474,10327,152434,81291,917,6117,143185,45594,29074,14370,15624,58095,3253,67559,108882,70728,36303,27247,21812,967,19177,18456,5782,171667,12147,393454,65327,3576,51789,13757,8656,91139,16813,36399,6764,43509,163060,22217,1208,62787,32824,2905,28659,1487,49,103
2020-07-01,0,267,30,7537,90,38962,975,84105,21197,238681,33012,46572,11510,10365,158997,84242,926,6370,144013,45952,29514,14830,15842,60178,3294,67918,109143,71089,36716,27900,22104,1016,19310,19101,5802,171928,12276,394079,66751,3615,52865,14119,8931,91775,16853,37919,6826,45315,172368,22716,1210,63203,33435,2979,29199,1514,49,103
2020-07-02,0,280,31,7608,92,40111,1014,87445,22075,246550,33335,46646,11731,10390,169106,87709,946,6593,144882,46387,30259,15002,16079,61561,3328,68423,109338,71678,37210,28770,22636,1083,19452,19733,5822,172356,12520,394954,68216,3657,54166,14531,9294,92612,16941,39701,6893,46890,179137,23270,1227,63735,34151,3053,29738,1550,49,103
2020-07-03,0,280,31,7683,98,41865,1060,91872,22622,250514,33595,46717,11923,10435,178594,90493,975,6994,145750,46915,30463,15659,16376,63289,3373,68961,109628,72175,37624,29684,23160,1128,19660,20718,5857,172742,12776,395872,70262,3722,55257,15069,9636,93392,16991,41532,6978,48712,186799,23866,1236,64393,34778,3126,30317,1582,49,103
2020-07-04,0,280,31,7787,111,42862,1107,94567,23209,252895,33849,46717,11996,10447,190052,93319,999,7370,146612,47432,31061,15911,16376,63289,3397,69341,109838,72581,37624,30674,23583,1167,19827,21575,5872,173033,13063,396598,71670,3779,56183,15648,9930,93922,16991,43386,7028,50140,193958,24542,1238,65109,35247,3205,31055,1606,49,103
2020-07-05,0,280,31,7916,111,43953,1134,98103,23814,264681,34048,46717,12128,10482,200111,95516,1023,7733,147251,48201,31517,16081,16376,65226,3415,69632,109974,72941,38136,30900,23816,1212,19929,22418,5897,173402,13256,397131,72992,3816,57150,15931,10230,94403,16991,44847,7063,51316,197421,24952,1249,65748,35898,3262,31577,1634,49,103
2020-07-06,0,301,31,8585,112,44878,1162,101455,24253,271035,34240,46976,12293,10515,206447,97064,1030,8052,147865,48524,31758,16638,17152,66327,3423,69904,110137,73267,38569,31257,24211,1249,20046,22909,5914,173611,13507,397649,74775,3849,57956,16362,10395,95100,16991,46380,7105,52039,205642,25469,1251,66102,36985,3442,32061,1675,49,103
2020-07-07,0,303,31,8714,116,45785,1180,105094,24512,284012,34647,47033,12414,10569,213794,100470,1071,8539,149574,48626,32153,16860,17519,68263,3440,70396,110338,73900,39133,32214,24918,1327,20201,23785,5932,173878,13727,398237,76290,3898,58904,17220,10605,95898,17154,47352,7163,53514,216026,26033,1254,66740,37420,3505,32556,1709,49,103
2020-07-08,0,307,31,8745,122,46962,1222,108614,25246,292560,35099,47108,12462,10642,223783,103890,1094,8969,150554,49063,32624,17332,17919,70151,3460,70861,110602,74551,39589,32888,25590,1371,20425,24301,5952,174039,14017,398929,77687,3971,60181,17894,10817,96725,17204,48909,7242,55986,224929,26755,1256,67375,37941,3707,33154,1740,49,103
2020-07-09,0,309,31,8862,144,49174,1268,112671,26052,302484,35507,47209,12531,10679,232718,106727,1130,9429,151572,49575,33254,17785,18245,71994,3486,71447,110897,75063,40163,33591,26410,1466,20623,24904,5973,174270,14251,399513,79656,4071,61331,18497,11188,97542,17243,50691,7336,57591,236541,27356,1272,67988,38581,3826,33908,1769,49,103
2020-07-10,0,310,31,9137,153,50508,1323,116892,26803,310885,36173,47287,12652,10743,244151,111217,1158,9929,152899,50300,34172,18303,18672,74636,3499,71910,111110,75685,40767,34622,27069,1593,20777,25908,5991,174628,14549,400299,82032,4155,62856,19092,11454,98482,17312,52419,7401,59546,245920,28223,1277,68931,39218,3983,34753,1790,49,103
2020-07-11,0,310,33,9366,167,51947,1385,119930,27864,318761,36573,47287,12743,10801,254511,114401,1200,10506,154094,51079,34658,18687,19121,76803,3520,72467,111398,76370,41571,35419,27606,1677,20998,26838,6024,174959,14773,401029,83906,4243,64214,19779,11851,99216,17312,54699,7454,61006,254415,28855,1283,69782,39218,4146,35679,1839,49,103
2020-07-12,0,310,33,9654,181,53587,1479,122467,28367,324543,36895,47287,12804,10847,269811,116935,1220,10903,155048,51612,35410,18981,19389,78122,3539,73109,111597,76776,42281,36287,27880,1758,21172,27683,6054,175298,15028,401706,85771,4334,65592,20235,12170,99794,17312,56648,7499,61960,262762,29484,1296,70670,40656,4244,36448,1862,49,103
2020-07-13,0,312,33,10010,206,55545,1539,123824,28939,333357,37218,47510,12879,10906,282435,120572,1243,11404,155931,52037,35631,19645,19653,79827,3558,73527,111827,77198,42772,36680,28289,1843,21399,28515,6068,175522,15291,402263,87669,4442,66853,20746,12438,100330,17487,58168,7524,65274,269778,30030,1301,71642,41757,4313,36942,1903,49,103
2020-07-14,0,312,36,10123,206,57255,1579,128097,29812,346211,37668,47530,12969,10946,291629,123963,1264,11720,156638,52685,35866,19887,20223,82042,3566,74260,112130,77864,43170,37542,29240,1952,21717,29619,6091,175915,15514,403175,90000,4493,67995,21740,12805,101266,17588,60389,7572,66788,279577,30478,1305,72443,42304,4407,37906,1950,49,103
2020-07-15,0,313,36,10379,243,59067,1631,131354,30297,354885,38137,47636,13050,11026,301810,127838,1292,12449,157825,53370,36536,20349,20677,84131,3578,75016,112347,78913,43742,38567,30057,2096,21979,30468,6113,176278,15841,404006,91837,4565,69311,22814,13081,102269,17640,62245,7652,69061,290892,30891,1318,73527,43046,4557,38727,1985,49,103
